dataset_group,file_name,structure_name,metal_guess,redox_state_guess,monomer_guess,ts_label_guess,atom_index,element,atom_role,notes
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,40,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,41,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,42,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,43,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,44,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,45,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,46,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,47,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,48,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,49,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,50,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,51,Al,metal_center,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,52,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,53,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,54,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,55,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,56,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,57,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,58,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,59,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,60,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,61,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,62,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,63,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,64,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,65,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,1,C,ferrocene_C,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,2,C,ferrocene_C,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,3,C,ferrocene_C,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,4,C,ferrocene_C,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,5,C,ferrocene_C,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,6,Fe,ferrocene_Fe,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,7,C,ferrocene_C,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,8,C,ferrocene_C,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,9,C,ferrocene_C,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,10,C,ferrocene_C,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,11,C,ferrocene_C,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,12,O,phenoxy_O,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,13,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,14,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,15,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,16,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,17,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,18,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,19,O,phenoxy_O,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,20,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,21,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,22,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,23,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,24,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,25,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,26,O,alkoxide_O,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,27,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,28,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,29,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,30,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,31,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,32,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,33,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,34,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,35,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,36,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,37,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,38,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,39,S,donor_S,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,40,S,donor_S,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,41,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,42,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,43,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,44,Al,metal_center,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,45,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,46,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,47,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,48,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,49,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,50,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,51,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,52,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,53,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,54,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,55,C,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,56,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,57,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,58,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,59,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,60,H,,
catalysts,Al-thiolfan-star-ox.out,Al-thiolfan-star-ox,Al,ox,,,61,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,1,C,ferrocene_C,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,2,C,ferrocene_C,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,3,C,ferrocene_C,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,4,C,ferrocene_C,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,5,C,ferrocene_C,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,6,Fe,ferrocene_Fe,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,7,C,ferrocene_C,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,8,C,ferrocene_C,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,9,C,ferrocene_C,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,10,C,ferrocene_C,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,11,C,ferrocene_C,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,12,O,alkoxide_O,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,13,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,14,O,phenoxy_O,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,15,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,16,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,17,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,18,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,19,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,20,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,21,O,phenoxy_O,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,22,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,23,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,24,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,25,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,26,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,27,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,28,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,29,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,30,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,31,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,32,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,33,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,34,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,35,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,36,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,37,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,38,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,39,S,donor_S,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,40,S,donor_S,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,41,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,42,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,43,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,44,Al,metal_center,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,45,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,46,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,47,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,48,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,49,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,50,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,51,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,52,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,53,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,54,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,55,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,56,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,57,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,58,C,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,59,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,60,H,,
catalysts,Al-thiolfan-star-red.out,Al-thiolfan-star-red,Al,red,,,61,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,1,C,ferrocene_C,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,2,C,ferrocene_C,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,3,C,ferrocene_C,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,4,C,ferrocene_C,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,5,C,ferrocene_C,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,6,Fe,ferrocene_Fe,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,7,C,ferrocene_C,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,8,C,ferrocene_C,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,9,C,ferrocene_C,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,10,C,ferrocene_C,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,11,C,ferrocene_C,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,12,N,donor_N,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,13,N,donor_N,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,14,O,alkoxide_O,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,15,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,16,O,phenoxy_O,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,17,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,18,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,19,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,20,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,21,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,22,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,23,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,24,O,phenoxy_O,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,25,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,26,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,27,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,28,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,29,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,30,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,31,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,32,O,alkoxide_O,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,33,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,34,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,35,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,36,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,37,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,38,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,39,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,40,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,41,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,42,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,43,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,44,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,45,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,46,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,47,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,48,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,49,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,50,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,51,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,52,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,53,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,54,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,55,C,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,56,Ti,metal_center,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,57,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,58,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,59,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,60,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,61,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,62,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,63,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,64,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,65,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,66,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,67,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,68,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,69,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,70,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,71,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,72,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,73,H,,
catalysts,Ti-salfan-H2-ox.out,Ti-salfan-H2-ox,Ti,ox,,,74,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,1,C,ferrocene_C,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,2,C,ferrocene_C,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,3,C,ferrocene_C,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,4,C,ferrocene_C,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,5,C,ferrocene_C,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,6,Fe,ferrocene_Fe,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,7,C,ferrocene_C,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,8,C,ferrocene_C,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,9,C,ferrocene_C,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,10,C,ferrocene_C,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,11,C,ferrocene_C,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,12,N,donor_N,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,13,N,donor_N,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,14,O,alkoxide_O,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,15,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,16,O,phenoxy_O,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,17,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,18,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,19,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,20,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,21,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,22,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,23,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,24,O,phenoxy_O,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,25,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,26,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,27,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,28,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,29,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,30,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,31,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,32,O,alkoxide_O,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,33,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,34,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,35,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,36,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,37,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,38,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,39,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,40,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,41,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,42,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,43,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,44,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,45,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,46,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,47,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,48,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,49,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,50,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,51,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,52,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,53,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,54,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,55,C,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,56,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,57,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,58,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,59,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,60,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,61,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,62,H,,
catalysts,Ti-salfan-H2-red.out,Ti-salfan-H2-red,Ti,red,,,63,H,,
